measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2012-01-01,3245.833,20817.0,59558.0
2012-02-01,3204.28,20550.0,58795.0
2012-03-01,3705.891,23768.0,67999.0
2012-04-01,3947.142,25315.0,72426.0
2012-05-01,4872.111,31247.0,89398.0
2012-06-01,5121.089,32844.0,93967.0
2012-07-01,5258.373,33724.0,96486.0
2012-08-01,5085.532,32616.0,93315.0
2012-09-01,4415.606,28319.0,81021.0
2012-10-01,3923.327,25162.0,71989.0
2012-11-01,3171.648,20341.0,58196.0
2012-12-01,3928.228,25193.0,72078.0
2013-01-01,3948.983,24820.0,59728.0
2013-02-01,3078.83,19351.0,46567.0
2013-03-01,3437.381,21605.0,51990.0
2013-04-01,3798.592,23875.0,57453.0
2013-05-01,3680.562,23133.0,55668.0
2013-06-01,4475.889,28132.0,67697.0
2013-07-01,4857.903,30533.0,73475.0
2013-08-01,4878.348,30661.0,73785.0
2013-09-01,4147.453,26067.0,62730.0
2013-10-01,3688.289,23182.0,55785.0
2013-11-01,3925.378,24672.0,59371.0
2013-12-01,4435.392,27877.0,67085.0
2014-01-01,3778.421,24233.0,57658.0
2014-02-01,3121.752,20021.0,47638.0
2014-03-01,2916.811,18707.0,44510.0
2014-04-01,3259.467,20904.0,49739.0
2014-05-01,3862.077,24769.0,58935.0
2014-06-01,3753.69,24074.0,57281.0
2014-07-01,3882.323,24899.0,59244.0
2014-08-01,4348.531,27889.0,66359.0
2014-09-01,3533.895,22664.0,53927.0
2014-10-01,3479.909,22318.0,53103.0
2014-11-01,3384.404,21706.0,51646.0
2014-12-01,3295.98,21139.0,50296.0
2015-01-01,3883.007,24405.0,53909.0
2015-02-01,3634.491,22843.0,50459.0
2015-03-01,3543.299,22270.0,49193.0
2015-04-01,3679.597,23127.0,51085.0
2015-05-01,4098.65,25761.0,56904.0
2015-06-01,4837.701,30406.0,67164.0
2015-07-01,5242.695,32951.0,72787.0
2015-08-01,4865.366,30580.0,67548.0
2015-09-01,4052.557,25471.0,56263.0
2015-10-01,4478.038,28145.0,62171.0
2015-11-01,4548.704,28589.0,63152.0
2015-12-01,4717.895,29653.0,65501.0
2016-01-01,4346.312,17046.0,62651.0
2016-02-01,3937.489,15442.0,56756.0
2016-03-01,4024.749,15784.0,58014.0
2016-04-01,3840.792,15063.0,55363.0
2016-05-01,4360.647,17102.0,62856.0
2016-06-01,4594.049,18017.0,66220.0
2016-07-01,4705.524,18454.0,67827.0
2016-08-01,4543.693,17820.0,65494.0
2016-09-01,4195.121,16453.0,60470.0
2016-10-01,3585.483,14062.0,51682.0
2016-11-01,3515.885,13789.0,50679.0
2016-12-01,3396.256,13320.0,48955.0
2017-01-01,3645.071,14295.0,51809.0
2017-02-01,3465.809,13592.0,49262.0
2017-03-01,3902.977,15307.0,55476.0
2017-04-01,4136.752,16224.0,58798.0
2017-05-01,4369.834,17138.0,62112.0
2017-06-01,4494.683,17627.0,63886.0
2017-07-01,4877.459,19129.0,69326.0
2017-08-01,4606.837,18067.0,65480.0
2017-09-01,4280.991,16789.0,60849.0
2017-10-01,4184.651,16412.0,59479.0
2017-11-01,3424.549,13431.0,48675.0
2017-12-01,4151.387,16281.0,59006.0
2018-01-01,4533.688,17780.0,60308.0
2018-02-01,3707.092,14539.0,49314.0
2018-03-01,3535.205,13865.0,47028.0
2018-04-01,3837.115,15049.0,51044.0
2018-05-01,4360.684,17102.0,58009.0
2018-06-01,4739.058,18586.0,63042.0
2018-07-01,5288.873,20742.0,70356.0
2018-08-01,4993.508,19584.0,66427.0
2018-09-01,4681.536,18360.0,62277.0
2018-10-01,4590.96,18005.0,61072.0
2018-11-01,3462.61,13580.0,46062.0
2018-12-01,3541.671,13890.0,47114.0
2019-01-01,4268.501,16740.0,54437.0
2019-02-01,3432.507,13462.0,43774.0
2019-03-01,3893.911,15271.0,49658.0
2019-04-01,4508.263,17681.0,57493.0
2019-05-01,4886.708,19165.0,62319.0
2019-06-01,5202.521,20403.0,66346.0
2019-07-01,5483.645,21506.0,69931.0
2019-08-01,5521.955,21656.0,70421.0
2019-09-01,4836.427,18968.0,61678.0
2019-10-01,4160.174,16316.0,53054.0
2019-11-01,3761.079,14750.0,47964.0
2019-12-01,3821.309,14987.0,48732.0
2020-01-01,4008.067,15719.0,84110.0
2020-02-01,3987.05,15637.0,83668.0
2020-03-01,4186.121,16417.0,87846.0
2020-04-01,3849.158,15096.0,80775.0
2020-05-01,4036.691,15831.0,84710.0
2020-06-01,4456.821,17479.0,93526.0
2020-07-01,5197.855,20385.0,109077.0
2020-08-01,4712.934,18483.0,98901.0
2020-09-01,3959.65,15529.0,83094.0
2020-10-01,4271.612,16753.0,89640.0
2020-11-01,3992.017,15656.0,83773.0
2020-12-01,4189.024,16429.0,87906.0
2021-01-01,3361.664,13184.0,43823.0
2021-02-01,3079.356,12077.0,40143.0
2021-03-01,3059.578,11999.0,39886.0
2021-04-01,3039.091,11919.0,39619.0
2021-05-01,3374.01,13232.0,43984.0
2021-06-01,3948.947,15487.0,51480.0
2021-07-01,4359.865,17099.0,56837.0
2021-08-01,4156.392,16301.0,54184.0
2021-09-01,2774.447,10881.0,36169.0
2021-10-01,3655.447,14336.0,47653.0
2021-11-01,3157.799,12384.0,41166.0
2021-12-01,3108.404,12191.0,40522.0
2022-01-01,2798.37,10975.0,39466.0
2022-02-01,2335.238,9158.0,32935.0
2022-03-01,2233.929,8761.0,31506.0
2022-04-01,2509.316,9841.0,35390.0
2022-05-01,2885.652,11317.0,40698.0
2022-06-01,3122.082,12244.0,44032.0
2022-07-01,3494.703,13706.0,49287.0
2022-08-01,3173.799,12447.0,44761.0
2022-09-01,2561.193,10045.0,36121.0
2022-10-01,2403.828,9427.0,33902.0
2022-11-01,2312.562,9069.0,32615.0
2022-12-01,2592.328,10167.0,36561.0
2023-01-01,3100.228,12159.0,43648.0
2023-02-01,3699.997,14511.0,52091.0
2023-03-01,3787.01,14852.0,53317.0
2023-04-01,3366.538,13203.0,47397.0
2023-05-01,4075.382,15983.0,57376.0
2023-06-01,4474.872,17550.0,63001.0
2023-07-01,4672.338,18324.0,65781.0
2023-08-01,4755.341,18650.0,66950.0
2023-09-01,4219.479,16548.0,59405.0
2023-10-01,4008.346,15720.0,56432.0
2023-11-01,4393.401,17230.0,61853.0
2023-12-01,4080.068,16001.0,57442.0
2024-01-01,3917.455,15364.0,55573.0
2024-02-01,2929.713,11490.0,41562.0
2024-03-01,3143.58,12329.0,44596.0
