measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2001-01-01,27347.0,282576.55,282576.55
2001-02-01,23458.0,242391.51,242391.51
2001-03-01,25469.0,263171.18,263171.18
2001-04-01,25090.0,259254.97,259254.97
2001-05-01,22027.0,227604.99,227604.99
2001-06-01,23566.0,243507.48,243507.48
2001-07-01,30560.0,315776.48,315776.48
2001-08-01,24295.0,251040.24,251040.24
2001-09-01,25704.0,265599.43,265599.43
2001-10-01,28503.0,294521.5,294521.5
2001-11-01,26947.0,278443.35,278443.35
2001-12-01,17793.0,183855.07,183855.07
2002-01-01,29385.0,298933.61,298933.61
2002-02-01,25764.0,262097.17,262097.17
2002-03-01,27676.0,281547.95,281547.95
2002-04-01,12059.0,122676.21,122676.21
2002-05-01,31673.0,322209.43,322209.43
2002-06-01,30046.0,305657.96,305657.96
2002-07-01,31951.0,325037.52,325037.52
2002-08-01,30546.0,310744.46,310744.46
2002-09-01,28596.0,290907.11,290907.11
2002-10-01,27964.0,284477.77,284477.77
2002-11-01,30371.0,308964.18,308964.18
2002-12-01,25276.0,257132.75,257132.75
2003-01-01,29885.0,306052.29,306052.29
2003-02-01,25878.0,265016.6,265016.6
2003-03-01,19854.0,203324.81,203324.81
2003-04-01,29885.0,306052.29,306052.29
2003-05-01,25615.0,262323.22,262323.22
2003-06-01,30838.0,315811.96,315811.96
2003-07-01,9878.0,101160.6,101160.6
2003-08-01,0.0,0.0,0.0
2003-09-01,14202.0,145442.68,145442.68
2003-10-01,29911.0,306318.55,306318.55
2003-11-01,27642.0,283081.72,283081.72
2003-12-01,29379.0,300870.34,300870.34
2004-01-01,28694.0,287571.27,287571.27
2004-02-01,29627.0,296921.79,296921.79
2004-03-01,31568.0,316374.5,316374.5
2004-04-01,5526.0,55381.57,55381.57
2004-05-01,32216.0,322868.75,322868.75
2004-06-01,29785.0,298505.27,298505.27
2004-07-01,31720.0,317897.84,317897.84
2004-08-01,31340.0,314089.48,314089.48
2004-09-01,29497.0,295618.93,295618.93
2004-10-01,31869.0,319391.12,319391.12
2004-11-01,30367.0,304338.07,304338.07
2004-12-01,31469.0,315382.32,315382.32
2005-01-01,32021.0,320177.98,320177.98
2005-02-01,12954.0,129527.05,129527.05
2005-03-01,30677.0,306739.32,306739.32
2005-04-01,30903.0,308999.1,308999.1
2005-05-01,32586.0,325827.41,325827.41
2005-06-01,29149.0,291460.85,291460.85
2005-07-01,31011.0,310078.99,310078.99
2005-08-01,31072.0,310688.93,310688.93
2005-09-01,29100.0,290970.9,290970.9
2005-10-01,29909.0,299060.09,299060.09
2005-11-01,28767.0,287641.23,287641.23
2005-12-01,29318.0,293150.68,293150.68
2006-01-01,29340.0,291023.46,291023.46
2006-02-01,27855.0,276293.75,276293.75
2006-03-01,29111.0,288752.01,288752.01
2006-04-01,25190.0,249859.61,249859.61
2006-05-01,12328.0,122281.43,122281.43
2006-06-01,27822.0,275966.42,275966.42
2006-07-01,32598.0,323339.56,323339.56
2006-08-01,32713.0,324480.25,324480.25
2006-09-01,30340.0,300942.46,300942.46
2006-10-01,32459.0,321960.82,321960.82
2006-11-01,31397.0,311426.84,311426.84
2006-12-01,31788.0,315305.17,315305.17
2007-01-01,31297.0,309339.55,309339.55
2007-02-01,27422.0,271039.05,271039.05
2007-03-01,30311.0,299593.92,299593.92
2007-04-01,17400.0,171981.6,171981.6
2007-05-01,14954.0,147805.34,147805.34
2007-06-01,29382.0,290411.69,290411.69
2007-07-01,32065.0,316930.46,316930.46
2007-08-01,31943.0,315724.61,315724.61
2007-09-01,30842.0,304842.33,304842.33
2007-10-01,29550.0,292072.2,292072.2
2007-11-01,27645.0,273243.18,273243.18
2007-12-01,31332.0,309685.49,309685.49
2008-01-01,30061.416,296225.19,296225.19
2008-02-01,27191.747,267947.47000000003,267947.47000000003
2008-03-01,28593.637000000002,281761.7,281761.7
2008-04-01,27573.994,271714.14,271714.14
2008-05-01,28567.545,281504.59,281504.59
2008-06-01,29005.266,285817.89,285817.89
2008-07-01,29560.182,291286.03,291286.03
2008-08-01,29205.306,287789.09,287789.09
2008-09-01,28365.75,279516.1,279516.1
2008-10-01,29337.302,289089.77,289089.77
2008-11-01,28020.412,276113.14,276113.14
2008-12-01,28517.443,281010.88,281010.88
2009-01-01,30642.755,299073.29,299073.29
2009-02-01,27757.738,270915.52,270915.52
2009-03-01,30863.052,301223.39,301223.39
2009-04-01,29410.468,287046.17,287046.17
2009-05-01,30004.928,292848.1,292848.1
2009-06-01,29047.177,283500.45,283500.45
2009-07-01,30618.295,298834.56,298834.56
2009-08-01,30338.634,296105.07,296105.07
2009-09-01,29514.715,288063.62,288063.62
2009-10-01,30323.88,295961.07,295961.07
2009-11-01,29710.900999999998,289978.39,289978.39
2009-12-01,31767.457,310050.38,310050.38
2010-01-01,30975.011,302192.0,302192.0
2010-02-01,27824.993000000002,271461.0,271461.0
2010-03-01,30330.634,295906.0,295906.0
2010-04-01,28704.914,280045.0,280045.0
2010-05-01,30144.516,294090.0,294090.0
2010-06-01,29203.022,284905.0,284905.0
2010-07-01,30035.032,293022.0,293022.0
2010-08-01,30231.293,294936.0,294936.0
2010-09-01,29324.541,286090.0,286090.0
2010-10-01,28091.04,274056.0,274056.0
2010-11-01,29397.315000000002,286800.0,286800.0
2010-12-01,30737.689,299877.0,299877.0
