measured_on,Other Biomass Gas Generation,Other Biomass Gas Quantity Consumed For Electricity,Other Biomass Gas Total Fuel Consumed
2022-06-01,432.546,5119.0,8687.0
2022-07-01,465.065,5504.0,9340.0
2022-08-01,489.236,5790.0,9825.0
2022-09-01,474.228,5612.0,9525.0
2022-10-01,477.372,5649.0,9587.0
2022-11-01,405.381,4797.0,8142.0
2022-12-01,462.172,5470.0,9283.0
2023-01-01,636.55,7508.0,22845.0
2023-02-01,618.187,7291.0,22187.0
2023-03-01,653.149,7703.0,23442.0
2023-04-01,622.609,7343.0,22346.0
2023-05-01,764.106,9012.0,27424.0
2023-06-01,683.114,8057.0,24517.0
2023-07-01,713.063,8410.0,25592.0
2023-08-01,765.728,9031.0,27482.0
2023-09-01,713.559,8416.0,25610.0
2023-10-01,672.611,7933.0,24139.0
2023-11-01,683.83,8065.0,24542.0
2023-12-01,771.494,9099.0,27690.0
