measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2015-01-01,6615.384,61649.0,61649.0
2015-02-01,6028.432,56179.0,56179.0
2015-03-01,6603.003,61533.0,61533.0
2015-04-01,5942.664,55380.0,55380.0
2015-05-01,6653.674,62006.0,62006.0
2015-06-01,6456.973,60173.0,60173.0
2015-07-01,6651.849,61989.0,61989.0
2015-08-01,6616.352,61658.0,61658.0
2015-09-01,5541.729,51643.0,51643.0
2015-10-01,6192.644,57709.0,57709.0
2015-11-01,5947.488,55425.0,55425.0
2015-12-01,6120.808,57040.0,57040.0
2016-01-01,5761.086,53186.0,53186.0
2016-02-01,5391.339,49773.0,49773.0
2016-03-01,5741.047,53001.0,53001.0
2016-04-01,5278.1,48727.0,48727.0
2016-05-01,6026.168,55634.0,55634.0
2016-06-01,5788.81,53442.0,53442.0
2016-07-01,6198.908,57228.0,57228.0
2016-08-01,6215.802,57384.0,57384.0
2016-09-01,6086.73,56193.0,56193.0
2016-10-01,6070.82,56046.0,56046.0
2016-11-01,6014.617,55527.0,55527.0
2016-12-01,6374.573,58850.0,58850.0
2017-01-01,6335.348,58368.0,58368.0
2017-02-01,5546.277,51098.0,51098.0
2017-03-01,6204.15,57159.0,57159.0
2017-04-01,6014.377,55410.0,55410.0
2017-05-01,5835.035,53758.0,53758.0
2017-06-01,5808.093,53510.0,53510.0
2017-07-01,6159.013,56743.0,56743.0
2017-08-01,6121.478,56397.0,56397.0
2017-09-01,6015.566,55421.0,55421.0
2017-10-01,5406.596,49811.0,49811.0
2017-11-01,5855.888,53950.0,53950.0
2017-12-01,6076.179,55980.0,55980.0
2018-01-01,6492.954,59112.0,59112.0
2018-02-01,6183.354,56293.0,56293.0
2018-03-01,6602.929,60113.0,60113.0
2018-04-01,5737.211,52232.0,52232.0
2018-05-01,6751.046,61462.0,61462.0
2018-06-01,6446.804,58692.0,58692.0
2018-07-01,6715.281,61136.0,61136.0
2018-08-01,6679.574,60811.0,60811.0
2018-09-01,6477.434,58971.0,58971.0
2018-10-01,6211.481,56549.0,56549.0
2018-11-01,6440.958,58638.0,58638.0
2018-12-01,6830.974,62189.0,62189.0
2019-01-01,6741.347,60032.0,60032.0
2019-02-01,6269.231,55828.0,55828.0
2019-03-01,6914.607,61575.0,61575.0
2019-04-01,6322.381,56301.0,56301.0
2019-05-01,6715.083,59798.0,59798.0
2019-06-01,6582.972,58621.0,58621.0
2019-07-01,6825.601,60782.0,60782.0
2019-08-01,6912.931,61560.0,61560.0
2019-09-01,6774.405,60326.0,60326.0
2019-10-01,5400.784,48094.0,48094.0
2019-11-01,4730.197,42122.0,42122.0
2019-12-01,5909.461,52624.0,52624.0
2020-01-01,4655.178,40812.0,40812.0
2020-02-01,5102.661,44735.0,44735.0
2020-03-01,6474.121,56759.0,56759.0
2020-04-01,6221.285,54542.0,54542.0
2020-05-01,6163.56,54036.0,54036.0
2020-06-01,5740.721,50329.0,50329.0
2020-07-01,6204.47,54395.0,54395.0
2020-08-01,6225.669,54580.0,54580.0
2020-09-01,5843.626,51231.0,51231.0
2020-10-01,5613.295,49212.0,49212.0
2020-11-01,6176.692,54151.0,54151.0
2020-12-01,6047.722,53020.0,53020.0
2021-01-01,5616.518,49672.0,49672.0
2021-02-01,5566.531,49230.0,49230.0
2021-03-01,5550.979,49093.0,49093.0
2021-04-01,5571.432,49274.0,49274.0
2021-05-01,5617.375,49680.0,49680.0
2021-06-01,5599.734,49524.0,49524.0
2021-07-01,6075.886,53735.0,53735.0
2021-08-01,5984.985,52931.0,52931.0
2021-09-01,5929.123,52437.0,52437.0
2021-10-01,5578.548,49337.0,49337.0
2021-11-01,5785.533,51167.0,51167.0
2021-12-01,6184.356,54694.0,54694.0
2022-01-01,7066.487,24111.0,24111.0
2022-02-01,5853.259,19971.0,19971.0
2022-03-01,6404.55,21852.0,21852.0
2022-04-01,6602.906,22529.0,22529.0
2022-05-01,6713.373,22906.0,22906.0
2022-06-01,6444.79,21990.0,21990.0
2022-07-01,6794.001,23181.0,23181.0
2022-08-01,6725.73,22948.0,22948.0
2022-09-01,6497.189,22168.0,22168.0
2022-10-01,6626.468,22610.0,22610.0
2022-11-01,6495.912,22164.0,22164.0
2022-12-01,6933.335,23657.0,23657.0
2023-01-01,1636.0,5582.0,5582.0
2023-02-01,6647.0,22680.0,22680.0
2023-03-01,7143.0,24372.0,24372.0
2023-04-01,7160.0,24430.0,24430.0
2023-05-01,6318.0,21557.0,21557.0
2023-06-01,7110.0,24259.0,24259.0
2023-07-01,7182.0,24505.0,24505.0
2023-08-01,4064.0,13866.0,13866.0
2023-09-01,6820.0,23270.0,23270.0
2023-10-01,7407.0,25273.0,25273.0
2023-11-01,7225.0,24652.0,24652.0
2023-12-01,7181.0,24502.0,24502.0
