measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,4350.0,56437.0,56437.0
2012-04-01,10369.0,125814.0,125814.0
2012-05-01,26460.0,291107.0,291107.0
2012-06-01,9758.0,115048.0,115048.0
2012-07-01,4528.0,57380.0,57380.0
2012-08-01,16141.0,190809.0,190809.0
2012-09-01,18756.0,231474.0,231474.0
2012-10-01,11914.0,147282.0,147282.0
2012-11-01,14706.0,179655.0,179655.0
2012-12-01,16876.0,201005.0,201005.0
2013-01-01,1374.0,15999.0,15999.0
2013-02-01,0.0,0.0,0.0
2013-03-01,6522.0,77191.0,77191.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,4602.0,54760.0,54760.0
2013-07-01,9740.0,110303.0,110303.0
2013-08-01,12524.0,124416.0,124416.0
2013-09-01,7406.0,88056.0,88056.0
2013-10-01,1660.0,21790.0,21790.0
2013-11-01,0.0,0.0,0.0
2013-12-01,1073.0,13407.0,13407.0
2014-01-01,6226.0,72502.0,72502.0
2014-02-01,0.0,0.0,0.0
2014-03-01,6630.0,72103.0,72103.0
2014-04-01,6469.0,69903.0,69903.0
2014-05-01,3716.0,45892.0,45892.0
2014-06-01,1759.0,24653.0,24653.0
2014-07-01,7724.0,99817.0,99817.0
2014-08-01,18240.0,222721.0,222721.0
2014-09-01,4431.0,69595.0,69595.0
2014-10-01,1925.0,27126.0,27126.0
2014-11-01,3252.0,38981.0,38981.0
2014-12-01,4419.0,51956.0,51956.0
2015-01-01,3368.0,40165.0,40165.0
2015-02-01,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0
2015-04-01,261.0,3765.0,3765.0
2015-05-01,4446.0,50899.0,50899.0
2015-06-01,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0
2015-09-01,4617.0,55530.0,55530.0
2015-10-01,5423.0,63598.0,63598.0
2015-11-01,0.0,0.0,0.0
2015-12-01,3182.0,42020.0,42020.0
2016-01-01,4944.0,60227.0,60227.0
2016-02-01,1499.0,22117.0,22117.0
2016-03-01,1215.0,15800.0,15800.0
2016-04-01,1995.0,24126.0,24126.0
2016-05-01,0.0,0.0,0.0
2016-06-01,2407.0,28565.0,28565.0
2016-07-01,5502.0,63114.0,63114.0
2016-08-01,2812.0,35076.0,35076.0
2016-09-01,1329.0,16686.0,16686.0
2016-10-01,0.0,0.0,0.0
2016-11-01,3977.0,44112.0,44112.0
2016-12-01,0.0,0.0,0.0
