measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2003-01-01,,,,556.0,6181.0,6181.0,956213.0,9560336.0,9560336.0
2003-02-01,,,,3617.0,40438.0,40438.0,670725.0,6710607.0,6710607.0
2003-03-01,,,,336.0,3807.0,3807.0,890304.0,8885837.0,8885837.0
2003-04-01,,,,1010.0,11580.0,11580.0,421603.0,4259791.0,4259791.0
2003-05-01,,,,7849.0,92256.0,92256.0,302455.0,3119340.0,3119340.0
2003-06-01,,,,125.0,1440.0,1440.0,908015.0,9246596.0,9246596.0
2003-07-01,,,,2770.0,23305.0,23305.0,897943.0,9155273.0,9155273.0
2003-08-01,,,,3429.0,28989.0,28989.0,881865.0,9117649.0,9117649.0
2003-09-01,,,,448.0,3752.0,3752.0,911825.0,9295215.0,9295215.0
2003-10-01,,,,2302.0,19131.0,19131.0,869872.0,8839409.0,8839409.0
2003-11-01,,,,866.0,7059.0,7059.0,963592.0,9557556.0,9557556.0
2003-12-01,,,,353.0,2889.0,2889.0,999427.0,10005541.0,10005541.0
2004-01-01,645102.0,6214026.0,6214026.0,3766.0,30938.0,30938.0,0.0,0.0,0.0
2004-02-01,740593.0,7174083.0,7174083.0,4157.0,34336.0,34336.0,0.0,0.0,0.0
2004-03-01,923466.0,9290090.0,9290090.0,1150.0,9458.0,9458.0,0.0,0.0,0.0
2004-04-01,456782.0,4585444.0,4585444.0,2045.0,23285.0,23285.0,0.0,0.0,0.0
2004-05-01,1000590.0,10115960.0,10115960.0,965.0,11072.0,11072.0,0.0,0.0,0.0
2004-06-01,923006.0,9402261.0,9402261.0,829.0,9585.0,9585.0,0.0,0.0,0.0
2004-07-01,651183.0,6698444.0,6698444.0,3834.0,31613.0,31613.0,0.0,0.0,0.0
2004-08-01,991778.0,9659643.0,9659643.0,777.0,6457.0,6457.0,0.0,0.0,0.0
2004-09-01,992185.0,10016206.0,10016206.0,78.0,647.0,647.0,0.0,0.0,0.0
2004-10-01,1024782.0,10263654.0,10263654.0,139.0,1149.0,1149.0,0.0,0.0,0.0
2004-11-01,1008300.0,10075336.0,10075336.0,562.0,4626.0,4626.0,0.0,0.0,0.0
2004-12-01,816475.0,8145698.0,8145698.0,1838.0,14635.0,14635.0,0.0,0.0,0.0
2005-01-01,1018188.0,10153168.5,10153168.5,292.0,2404.02,2404.02,,,
2005-02-01,715988.0,6936898.52,6936898.52,2458.0,20244.65,20244.65,,,
2005-03-01,1017790.0,10158439.88,10158439.88,1112.0,9083.22,9083.22,,,
2005-04-01,526844.0,5282904.81,5282904.81,2736.0,22584.49,22584.49,,,
2005-05-01,948067.0,9603570.9,9603570.9,1444.0,12008.3,12008.3,,,
2005-06-01,897470.0,9121327.68,9121327.68,68.0,573.24,573.24,,,
2005-07-01,864166.0,8879858.8,8879858.8,2448.0,28950.97,28950.97,,,
2005-08-01,979644.0,10062867.33,10062867.33,1229.0,14335.97,14335.97,,,
2005-09-01,831767.0,8473585.34,8473585.34,2860.0,33004.35,33004.35,,,
2005-10-01,911026.0,9214530.27,9214530.27,1222.0,14257.36,14257.36,,,
2005-11-01,837215.0,8415616.0,8415616.0,1715.0,19478.87,19478.87,,,
2005-12-01,969532.0,10899591.86,10899591.86,1134.0,14965.75,14965.75,,,
2006-01-01,-6318.0,0.0,0.0,,,,,,
2006-02-01,-4546.0,0.0,0.0,,,,,,
2006-03-01,-3850.0,0.0,0.0,,,,,,
2006-04-01,-3625.0,0.0,0.0,,,,,,
2006-05-01,-2995.0,0.0,0.0,,,,,,
2006-06-01,-2769.0,0.0,0.0,,,,,,
2006-07-01,-2770.0,0.0,0.0,,,,,,
2006-08-01,-2723.0,0.0,0.0,,,,,,
2006-09-01,-2378.0,0.0,0.0,,,,,,
2006-10-01,-2190.0,0.0,0.0,,,,,,
2006-11-01,-2037.0,0.0,0.0,,,,,,
2006-12-01,-1615.0,0.0,0.0,,,,,,
2007-01-01,-1036.5,0.0,0.0,-1036.5,0.0,0.0,,,
2007-02-01,-904.5,0.0,0.0,-904.5,0.0,0.0,,,
2007-03-01,-1030.5,0.0,0.0,-1030.5,0.0,0.0,,,
2007-04-01,-983.0,0.0,0.0,-983.0,0.0,0.0,,,
2007-05-01,-795.0,0.0,0.0,-795.0,0.0,0.0,,,
2007-06-01,-778.0,0.0,0.0,-778.0,0.0,0.0,,,
2007-07-01,-1084.5,0.0,0.0,-1084.5,0.0,0.0,,,
2007-08-01,-1111.5,0.0,0.0,-1111.5,0.0,0.0,,,
2007-09-01,-1050.0,0.0,0.0,-1050.0,0.0,0.0,,,
2007-10-01,-400.5,0.0,0.0,-400.5,0.0,0.0,,,
2007-11-01,-292.5,0.0,0.0,-292.5,0.0,0.0,,,
2007-12-01,-345.5,0.0,0.0,-345.5,0.0,0.0,,,
2008-01-01,-222.5,0.0,0.0,-222.5,0.0,0.0,,,
2008-02-01,-167.5,0.0,0.0,-167.5,0.0,0.0,,,
2008-03-01,-153.5,0.0,0.0,-153.5,0.0,0.0,,,
2008-04-01,-168.5,0.0,0.0,-168.5,0.0,0.0,,,
2008-05-01,-176.5,0.0,0.0,-176.5,0.0,0.0,,,
2008-06-01,-187.0,0.0,0.0,-187.0,0.0,0.0,,,
2008-07-01,-203.5,0.0,0.0,-203.5,0.0,0.0,,,
2008-08-01,-206.5,0.0,0.0,-206.5,0.0,0.0,,,
2008-09-01,-181.0,0.0,0.0,-181.0,0.0,0.0,,,
2008-10-01,-173.5,0.0,0.0,-173.5,0.0,0.0,,,
2008-11-01,-154.0,0.0,0.0,-154.0,0.0,0.0,,,
2008-12-01,-160.5,0.0,0.0,-160.5,0.0,0.0,,,
2009-01-01,-302.5,0.0,0.0,-302.5,0.0,0.0,,,
2009-02-01,-256.0,0.0,0.0,-256.0,0.0,0.0,,,
2009-03-01,-282.0,0.0,0.0,-282.0,0.0,0.0,,,
2009-04-01,-319.0,0.0,0.0,-319.0,0.0,0.0,,,
2009-05-01,-370.5,0.0,0.0,-370.5,0.0,0.0,,,
2009-06-01,-320.0,0.0,0.0,-320.0,0.0,0.0,,,
2009-07-01,-541.0,0.0,0.0,-541.0,0.0,0.0,,,
2009-08-01,-636.5,0.0,0.0,-636.5,0.0,0.0,,,
2009-09-01,-602.5,0.0,0.0,-602.5,0.0,0.0,,,
2009-10-01,-562.5,0.0,0.0,-562.5,0.0,0.0,,,
2009-11-01,-532.0,0.0,0.0,-532.0,0.0,0.0,,,
2009-12-01,-553.5,0.0,0.0,-553.5,0.0,0.0,,,
2010-01-01,-511.5,0.0,0.0,-511.5,0.0,0.0,,,
2010-02-01,-466.5,0.0,0.0,-466.5,0.0,0.0,,,
2010-03-01,-521.0,0.0,0.0,-521.0,0.0,0.0,,,
2010-04-01,-504.0,0.0,0.0,-504.0,0.0,0.0,,,
2010-05-01,-519.0,0.0,0.0,-519.0,0.0,0.0,,,
2010-06-01,-570.0,0.0,0.0,-570.0,0.0,0.0,,,
2010-07-01,-622.0,0.0,0.0,-622.0,0.0,0.0,,,
2010-08-01,-622.0,0.0,0.0,-622.0,0.0,0.0,,,
2010-09-01,-573.5,0.0,0.0,-573.5,0.0,0.0,,,
2010-10-01,-606.5,0.0,0.0,-606.5,0.0,0.0,,,
2010-11-01,-529.0,0.0,0.0,-529.0,0.0,0.0,,,
2010-12-01,-534.0,0.0,0.0,-534.0,0.0,0.0,,,
