measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2011-01-01,23962.458,232819.0,232819.0
2011-02-01,21741.246,211238.0,211238.0
2011-03-01,23959.076,232786.0,232786.0
2011-04-01,21948.124,213248.0,213248.0
2011-05-01,23550.703,228819.0,228819.0
2011-06-01,21750.159,211325.0,211325.0
2011-07-01,23135.74,224787.0,224787.0
2011-08-01,23146.241,224889.0,224889.0
2011-09-01,22148.296,215193.0,215193.0
2011-10-01,23254.755,225943.0,225943.0
2011-11-01,22745.163,220992.0,220992.0
2011-12-01,23658.039,229862.0,229862.0
2012-01-01,19922.943,189587.0,189587.0
2012-02-01,18729.566,178231.0,178231.0
2012-03-01,20364.144,193785.0,193785.0
2012-04-01,19973.099,190064.0,190064.0
2012-05-01,20569.8,195742.0,195742.0
2012-06-01,19836.177,188761.0,188761.0
2012-07-01,20710.443,197081.0,197081.0
2012-08-01,20487.622,194960.0,194960.0
2012-09-01,20225.461,192465.0,192465.0
2012-10-01,20600.037,196030.0,196030.0
2012-11-01,20543.904,195496.0,195496.0
2012-12-01,21267.804,202384.0,202384.0
2013-01-01,25510.711,243398.0,243398.0
2013-02-01,22669.317,216288.0,216288.0
2013-03-01,25735.419,245542.0,245542.0
2013-04-01,23511.59,224324.0,224324.0
2013-05-01,24753.853,236177.0,236177.0
2013-06-01,24000.99,228993.0,228993.0
2013-07-01,25594.405,244196.0,244196.0
2013-08-01,25418.383,242517.0,242517.0
2013-09-01,24584.286,234559.0,234559.0
2013-10-01,25265.29,241056.0,241056.0
2013-11-01,22092.599,210785.0,210785.0
2013-12-01,24338.157,232210.0,232210.0
2014-01-01,22286.558,211945.0,211945.0
2014-02-01,20114.34,191287.0,191287.0
2014-03-01,22351.517,212563.0,212563.0
2014-04-01,22301.219,212085.0,212085.0
2014-05-01,22834.594,217157.0,217157.0
2014-06-01,22502.845,214002.0,214002.0
2014-07-01,23464.228,223145.0,223145.0
2014-08-01,23390.513,222444.0,222444.0
2014-09-01,22650.654,215408.0,215408.0
2014-10-01,23274.529,221341.0,221341.0
2014-11-01,22932.658,218090.0,218090.0
2014-12-01,22934.345,218106.0,218106.0
2015-01-01,26011.102,242397.0,242397.0
2015-02-01,23703.252,220891.0,220891.0
2015-03-01,25962.415,241944.0,241944.0
2015-04-01,23366.019,217748.0,217748.0
2015-05-01,26161.648,243800.0,243800.0
2015-06-01,25388.237,236593.0,236593.0
2015-07-01,26154.473,243734.0,243734.0
2015-08-01,26014.901,242433.0,242433.0
2015-09-01,21789.579,203057.0,203057.0
2015-10-01,24348.919,226908.0,226908.0
2015-11-01,23384.989,217925.0,217925.0
2015-12-01,24066.466,224275.0,224275.0
2016-01-01,21345.6,197063.0,197063.0
2016-02-01,19975.646,184415.0,184415.0
2016-03-01,21271.361,196377.0,196377.0
2016-04-01,19556.081,180542.0,180542.0
2016-05-01,22327.774,206130.0,206130.0
2016-06-01,21448.33,198011.0,198011.0
2016-07-01,22967.8,212039.0,212039.0
2016-08-01,23030.392,212617.0,212617.0
2016-09-01,22552.164,208202.0,208202.0
2016-10-01,22493.213,207657.0,207657.0
2016-11-01,22284.976,205735.0,205735.0
2016-12-01,23618.663,218047.0,218047.0
2017-01-01,22248.447,204975.0,204975.0
2017-02-01,19477.396,179445.0,179445.0
2017-03-01,21787.713,200730.0,200730.0
2017-04-01,21121.268,194590.0,194590.0
2017-05-01,20491.455,188788.0,188788.0
2017-06-01,20396.841,187916.0,187916.0
2017-07-01,21629.2,199270.0,199270.0
2017-08-01,21497.385,198055.0,198055.0
2017-09-01,21125.444,194629.0,194629.0
2017-10-01,18986.862,174926.0,174926.0
2017-11-01,20564.686,189462.0,189462.0
2017-12-01,21338.303,196590.0,196590.0
2018-01-01,22932.342,208776.0,208776.0
2018-02-01,21838.87,198821.0,198821.0
2018-03-01,23320.758,212312.0,212312.0
2018-04-01,20263.147,184476.0,184476.0
2018-05-01,23843.889,217075.0,217075.0
2018-06-01,22769.343,207292.0,207292.0
2018-07-01,23717.571,215925.0,215925.0
2018-08-01,23591.459,214777.0,214777.0
2018-09-01,22877.527,208277.0,208277.0
2018-10-01,21938.211,199725.0,199725.0
2018-11-01,22748.697,207104.0,207104.0
2018-12-01,24126.186,219645.0,219645.0
2019-01-01,21137.364,188228.0,188228.0
2019-02-01,19657.057,175046.0,175046.0
2019-03-01,21680.623,193066.0,193066.0
2019-04-01,19823.707,176530.0,176530.0
2019-05-01,21055.018,187495.0,187495.0
2019-06-01,20640.787,183806.0,183806.0
2019-07-01,21401.545,190581.0,190581.0
2019-08-01,21675.368,193019.0,193019.0
2019-09-01,21241.021,189151.0,189151.0
2019-10-01,16934.059,150798.0,150798.0
2019-11-01,14831.446,132074.0,132074.0
2019-12-01,18529.005,165001.0,165001.0
2020-01-01,17198.505,150779.0,150779.0
2020-02-01,18851.73,165273.0,165273.0
2020-03-01,23918.575,209694.0,209694.0
2020-04-01,22984.474,201505.0,201505.0
2020-05-01,22771.21,199635.0,199635.0
2020-06-01,21209.035,185940.0,185940.0
2020-07-01,22922.352,200960.0,200960.0
2020-08-01,23000.669,201647.0,201647.0
2020-09-01,21589.217,189273.0,189273.0
2020-10-01,20738.26,181812.0,181812.0
2020-11-01,22819.725,200061.0,200061.0
2020-12-01,22343.248,195883.0,195883.0
2021-01-01,17874.918,158086.0,158086.0
2021-02-01,17715.838,156679.0,156679.0
2021-03-01,17666.341,156241.0,156241.0
2021-04-01,17731.435,156817.0,156817.0
2021-05-01,17877.652,158110.0,158110.0
2021-06-01,17821.508,157613.0,157613.0
2021-07-01,19336.893,171015.0,171015.0
2021-08-01,19047.594,168457.0,168457.0
2021-09-01,18869.808,166885.0,166885.0
2021-10-01,17754.083,157017.0,157017.0
2021-11-01,18412.824,162843.0,162843.0
2021-12-01,19682.106,174069.0,174069.0
2022-01-01,22690.189,77419.0,77419.0
2022-02-01,18794.567,64127.0,64127.0
2022-03-01,20564.74,70167.0,70167.0
2022-04-01,21201.652,72340.0,72340.0
2022-05-01,21556.359,73550.0,73550.0
2022-06-01,20693.95,70608.0,70608.0
2022-07-01,21815.25,74434.0,74434.0
2022-08-01,21596.036,73686.0,73686.0
2022-09-01,20862.199,71182.0,71182.0
2022-10-01,21277.311,72598.0,72598.0
2022-11-01,20858.1,71168.0,71168.0
2022-12-01,22262.647,75960.0,75960.0
2023-01-01,20121.0,68653.0,68653.0
2023-02-01,8146.0,27794.0,27794.0
2023-03-01,27174.0,92718.0,92718.0
2023-04-01,25681.0,87624.0,87624.0
2023-05-01,25169.0,85877.0,85877.0
2023-06-01,23702.0,80871.0,80871.0
2023-07-01,19332.0,65961.0,65961.0
2023-08-01,14412.0,49174.0,49174.0
2023-09-01,23477.0,80104.0,80104.0
2023-10-01,27688.0,94471.0,94471.0
2023-11-01,23946.0,81704.0,81704.0
2023-12-01,20502.0,69953.0,69953.0
2024-01-01,23618.0,80585.0,80585.0
2024-02-01,13243.0,45185.0,45185.0
2024-03-01,29028.0,99044.0,99044.0
2024-04-01,28157.0,96072.0,96072.0
2024-05-01,27808.0,94881.0,94881.0
2024-06-01,26700.0,91100.0,91100.0
2024-07-01,23232.0,79268.0,79268.0
2024-08-01,12038.0,41074.0,41074.0
2024-09-01,10576.0,36085.0,36085.0
2024-10-01,12853.0,43854.0,43854.0
2024-11-01,12511.0,42688.0,42688.0
2024-12-01,7395.0,25232.0,25232.0
