measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,614.9340000000001,5534.0,6128.0
2001-02-01,1120.9370000000001,10088.0,11170.0
2001-03-01,1124.451,10120.0,11205.0
2001-04-01,534.114,4807.0,5323.0
2001-05-01,530.6,4775.0,5288.0
2001-06-01,428.697,3858.0,4272.0
2001-07-01,994.436,8950.0,9910.0
2001-08-01,1430.161,12871.0,14252.0
2001-09-01,1317.7160000000001,11859.0,13131.0
2001-10-01,734.407,6610.0,7319.0
2001-11-01,386.53,3479.0,3852.0
2001-12-01,383.016,3447.0,3817.0
2002-01-01,1167.74,10684.0,10684.0
2002-02-01,984.902,9011.0,9011.0
2002-03-01,1071.353,9802.0,9802.0
2002-04-01,1017.888,9313.0,9313.0
2002-05-01,1072.625,9814.0,9814.0
2002-06-01,799.7860000000001,7317.0,7317.0
2002-07-01,953.4,8723.0,8723.0
2002-08-01,997.726,9128.0,9128.0
2002-09-01,1215.059,11117.0,11117.0
2002-10-01,1272.6580000000001,11644.0,11644.0
2002-11-01,1161.01,10622.0,10622.0
2002-12-01,1285.852,11764.0,11764.0
2003-01-01,1203.7920000000001,11153.0,11153.0
2003-02-01,1066.425,9880.0,9880.0
2003-03-01,1101.462,10205.0,10205.0
2003-04-01,967.205,8961.0,8961.0
2003-05-01,949.2170000000001,8794.0,8794.0
2003-06-01,903.229,8368.0,8368.0
2003-07-01,966.68,8956.0,8956.0
2003-08-01,925.5020000000001,8574.0,8574.0
2003-09-01,989.9580000000001,9172.0,9172.0
2003-10-01,1067.156,9887.0,9887.0
2003-11-01,1119.761,10374.0,10374.0
2003-12-01,1250.614,11586.0,11586.0
2004-01-01,1131.476,10685.0,10685.0
2004-02-01,1463.596,13821.0,13821.0
2004-03-01,1313.5230000000001,12404.0,12404.0
2004-04-01,890.638,8410.0,8410.0
2004-05-01,965.859,9121.0,9121.0
2004-06-01,927.769,8761.0,8761.0
2004-07-01,1477.52,13952.0,13952.0
2004-08-01,1564.16,14770.0,14770.0
2004-09-01,1273.813,12029.0,12029.0
2004-10-01,931.6640000000001,8798.0,8798.0
2004-11-01,541.5,5113.0,5113.0
2004-12-01,524.481,4953.0,4953.0
2005-01-01,3165.202,32445.15,32445.15
2005-02-01,728.567,7468.23,7468.23
2005-03-01,625.198,6408.64,6408.64
2005-04-01,625.553,6412.28,6412.28
2005-05-01,630.71,6465.14,6465.14
2005-06-01,764.019,7831.64,7831.64
2005-07-01,1446.965,14832.23,14832.23
2005-08-01,1281.59,13137.03,13137.03
2005-09-01,713.106,7309.75,7309.75
2005-10-01,999.7860000000001,10248.39,10248.39
2005-11-01,673.216,6900.85,6900.85
2005-12-01,1844.0880000000002,18902.96,18902.96
2006-01-01,1173.207,10256.0,10256.0
2006-02-01,1470.6570000000002,12857.0,12857.0
2006-03-01,2677.7560000000003,23409.0,23409.0
2006-04-01,1269.661,11099.0,11099.0
2006-05-01,876.916,7666.0,7666.0
2006-06-01,844.269,7381.0,7381.0
2006-07-01,1046.569,9149.0,9149.0
2006-08-01,1113.6570000000002,9736.0,9736.0
2006-09-01,651.0740000000001,5692.0,5692.0
2006-10-01,648.251,5667.0,5667.0
2006-11-01,1053.4070000000002,9209.0,9209.0
2006-12-01,1173.578,10260.0,10260.0
2007-01-01,951.0120000000001,8903.0,8903.0
2007-02-01,736.491,6896.0,6896.0
2007-03-01,1456.41,13630.0,13630.0
2007-04-01,885.875,8294.0,8294.0
2007-05-01,817.308,7650.0,7650.0
2007-06-01,799.025,7482.0,7482.0
2007-07-01,1179.85,11043.0,11043.0
2007-08-01,1489.307,13943.0,13943.0
2007-09-01,1237.155,11583.0,11583.0
2007-10-01,1494.069,13984.0,13984.0
2007-11-01,1096.064,10260.0,10260.0
2007-12-01,1571.434,14709.0,14709.0
