measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2006-01-01,2346.2360000000003,28805.0,28805.0
2006-02-01,2168.279,26620.0,26620.0
2006-03-01,2391.7580000000003,29364.0,29364.0
2006-04-01,1759.7540000000001,21604.0,21604.0
2006-05-01,2151.45,26413.0,26413.0
2006-06-01,2253.7290000000003,27669.0,27669.0
2006-07-01,2338.996,28716.0,28716.0
2006-08-01,2324.93,28543.0,28543.0
2006-09-01,2223.851,27302.0,27302.0
2006-10-01,2307.6310000000003,28331.0,28331.0
2006-11-01,2330.6780000000003,28614.0,28614.0
2006-12-01,2245.7070000000003,27571.0,27571.0
2007-01-01,1800.058,22064.0,22064.0
2007-02-01,1645.7910000000002,20173.0,20173.0
2007-03-01,1755.453,21517.0,21517.0
2007-04-01,2109.5640000000003,25857.0,25857.0
2007-05-01,2546.181,31209.0,31209.0
2007-06-01,2486.1420000000003,30473.0,30473.0
2007-07-01,2530.68,31019.0,31019.0
2007-08-01,2527.902,30985.0,30985.0
2007-09-01,2344.3030000000003,28734.0,28734.0
2007-10-01,2814.6150000000002,34499.0,34499.0
2007-11-01,1934.905,23717.0,23717.0
2007-12-01,1754.4070000000002,21504.0,21504.0
2009-01-01,1900.239,22327.0,22327.0
2009-02-01,1756.968,20644.0,20644.0
2009-03-01,2037.305,23938.0,23938.0
2009-04-01,1917.1480000000001,22526.0,22526.0
2009-05-01,2543.136,29882.0,29882.0
2009-06-01,2235.4320000000002,26266.0,26266.0
2009-07-01,2420.012,28435.0,28435.0
2009-08-01,2362.4990000000003,27759.0,27759.0
2009-09-01,1711.353,20108.0,20108.0
2009-10-01,2320.234,27262.0,27262.0
2009-11-01,2667.302,31341.0,31341.0
2009-12-01,2170.3720000000003,25501.0,25501.0
