measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2003-06-01,71200.0,748054.0,748054.0
2003-07-01,47293.0,408796.0,408796.0
2003-08-01,45184.0,481997.0,481997.0
2003-09-01,426.0,6691.0,6691.0
2003-10-01,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0
2003-12-01,759.0,7964.0,7964.0
2004-01-01,0.0,0.0,0.0
2004-02-01,492.0,10919.0,10919.0
2004-03-01,0.0,0.0,0.0
2004-04-01,15770.0,163584.0,163584.0
2004-05-01,63905.0,665389.0,665389.0
2004-06-01,52531.0,553932.0,553932.0
2004-07-01,19446.0,206195.0,206195.0
2004-08-01,16171.0,171908.0,171908.0
2004-09-01,23826.0,252784.0,252784.0
2004-10-01,7670.0,81285.0,81285.0
2004-11-01,8806.0,91347.0,91347.0
2004-12-01,7460.0,76604.0,76604.0
2005-01-01,10848.0,112376.6,112376.6
2005-02-01,9979.0,103191.27,103191.27
2005-03-01,2988.0,30914.53,30914.53
2005-04-01,3938.0,41161.71,41161.71
2005-05-01,5691.0,59415.49,59415.49
2005-06-01,34982.0,369156.41,369156.41
2005-07-01,51116.0,541327.27,541327.27
2005-08-01,106655.0,1128733.2,1128733.2
2005-09-01,31195.0,327571.76,327571.76
2005-10-01,63088.0,676611.18,676611.18
2005-11-01,14886.0,141290.72,141290.72
2005-12-01,9202.0,97014.63,97014.63
2006-01-01,6803.0,83897.0,83897.0
2006-02-01,1090.0,4496.0,4496.0
2006-03-01,113.0,6300.0,6300.0
2006-04-01,311.0,8876.0,8876.0
2006-05-01,4312.0,46074.0,46074.0
2006-06-01,4812.0,51108.0,51108.0
2006-07-01,38228.0,413756.0,413756.0
2006-08-01,48754.0,526773.0,526773.0
2006-09-01,9016.0,106264.0,106264.0
2006-10-01,767.0,19148.0,19148.0
2006-11-01,1051.0,15710.0,15710.0
2006-12-01,4894.0,61308.0,61308.0
2007-01-01,604.0,6214.0,6214.0
2007-02-01,593.0,6217.0,6217.0
2007-03-01,1429.0,15644.0,15644.0
2007-04-01,2261.0,39082.0,39082.0
2007-05-01,13085.0,137814.0,137814.0
2007-06-01,15330.0,161246.0,161246.0
2007-07-01,35795.0,370589.0,370589.0
2007-08-01,44768.0,473004.0,473004.0
2007-09-01,2015.0,21404.0,21404.0
2007-10-01,15897.0,167254.0,167254.0
2007-11-01,9434.0,97549.0,97549.0
2007-12-01,1349.0,13969.0,13969.0
2008-01-01,1436.0,14825.0,14825.0
2008-02-01,718.0,7629.0,7629.0
2008-03-01,749.0,7967.0,7967.0
2008-04-01,610.0,6292.0,6292.0
2008-05-01,5161.0,53603.0,53603.0
2008-06-01,30981.0,325360.0,325360.0
2008-07-01,61301.0,645366.0,645366.0
2008-08-01,7059.0,138347.0,138347.0
2008-09-01,18213.0,191510.0,191510.0
2008-10-01,610.0,6477.0,6477.0
2008-11-01,2127.0,22133.0,22133.0
2008-12-01,3279.0,33539.0,33539.0
2009-01-01,849.0,8748.0,8748.0
2009-02-01,601.0,6264.0,6264.0
2009-03-01,1188.0,12369.0,12369.0
2009-04-01,5453.0,58215.0,58215.0
2009-05-01,3993.0,43943.0,43943.0
2009-06-01,7213.0,75876.0,75876.0
2009-07-01,9218.0,96171.0,96171.0
2009-08-01,72540.0,776827.0,776827.0
2009-09-01,19218.0,188799.0,188799.0
2009-10-01,9915.0,104170.0,104170.0
2009-11-01,534.0,5633.0,5633.0
2009-12-01,5757.0,57689.0,57689.0
2010-01-01,2164.0,20500.0,20500.0
2010-02-01,703.0,7229.0,7229.0
2010-03-01,634.0,6058.0,6058.0
2010-04-01,10962.0,114811.0,114811.0
2010-05-01,54351.0,567804.0,567804.0
2010-06-01,87557.0,923128.0,923128.0
2010-07-01,150090.0,1597123.0,1597123.0
2010-08-01,105965.0,1127977.0,1127977.0
2010-09-01,59414.0,614809.0,614809.0
2010-10-01,5494.0,53432.0,53432.0
2010-11-01,555.0,5861.0,5861.0
2010-12-01,3000.0,31270.0,31270.0
2011-01-01,517.0,5387.0,5387.0
2011-02-01,521.0,5462.0,5462.0
2011-03-01,4002.0,42655.0,42655.0
2011-04-01,2145.0,22898.0,22898.0
