measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2012-01-01,25.841,448.0,448.0
2012-02-01,18.441,326.0,326.0
2012-03-01,17.033,303.0,303.0
2012-04-01,23.552,419.0,419.0
2012-05-01,40.661,722.0,722.0
2012-06-01,32.19,571.0,571.0
2012-07-01,69.605,1228.0,1228.0
2012-08-01,25.531,454.0,454.0
2012-09-01,28.589,507.0,507.0
2012-10-01,21.501,378.0,378.0
2012-11-01,37.455,664.0,664.0
2012-12-01,29.601,524.0,524.0
2015-01-01,14.251,248.0,248.0
2015-02-01,76.082,1289.0,1289.0
2015-03-01,10.264,173.0,173.0
2015-04-01,3.856,64.0,64.0
2015-05-01,6.896,116.0,116.0
2015-06-01,6.117,104.0,104.0
2015-07-01,7.228,121.0,121.0
2015-08-01,6.014,104.0,104.0
2015-09-01,3.771,64.0,64.0
2015-10-01,5.545,92.0,92.0
2015-11-01,6.782,116.0,116.0
2015-12-01,6.194,104.0,104.0
2016-01-01,8.199,167.0,167.0
2016-02-01,4.965,98.0,98.0
2016-03-01,5.326,104.0,104.0
2016-04-01,7.18,138.0,138.0
2016-05-01,5.825,115.0,115.0
2016-06-01,5.959,115.0,115.0
2016-07-01,6.326,121.0,121.0
2016-08-01,6.025,115.0,115.0
2016-09-01,4.03,81.0,81.0
2016-10-01,4.709,92.0,92.0
2016-11-01,5.728,109.0,109.0
2016-12-01,5.728,109.0,109.0
2017-01-01,9.623,155.0,155.0
2017-02-01,7.532,121.0,121.0
2017-03-01,9.821,155.0,155.0
2017-04-01,6.599,104.0,104.0
2017-05-01,10.648,173.0,173.0
2017-06-01,11.335,178.0,178.0
2017-07-01,9.459,150.0,150.0
2017-08-01,12.739,201.0,201.0
2017-09-01,9.237,150.0,150.0
2017-10-01,6.704,109.0,109.0
2017-11-01,12.259,196.0,196.0
2017-12-01,12.044,190.0,190.0
2018-01-01,94.801,1832.0,1832.0
2018-02-01,37.846,728.0,728.0
2018-03-01,29.166,561.0,561.0
2018-04-01,32.822,636.0,636.0
2018-05-01,32.872,636.0,636.0
2018-06-01,53.908,1040.0,1040.0
2018-07-01,21.193,410.0,410.0
2018-08-01,33.586,647.0,647.0
2018-09-01,17.137,329.0,329.0
2018-10-01,23.961,462.0,462.0
2018-11-01,38.655,746.0,746.0
2018-12-01,49.053,948.0,948.0
2019-01-01,4.316,96.0,96.0
2019-02-01,3.952,85.0,85.0
2019-03-01,2.432,51.0,51.0
2019-04-01,1.305,28.0,28.0
2019-05-01,3.768,85.0,85.0
2019-06-01,7.813,170.0,170.0
2019-07-01,2.65,57.0,57.0
2019-08-01,6.557,142.0,142.0
2019-09-01,4.078,91.0,91.0
2019-10-01,8.466,187.0,187.0
2019-11-01,7.454,164.0,164.0
2019-12-01,1.209,28.0,28.0
2020-01-01,8.219,151.0,151.0
2020-02-01,6.312,116.0,116.0
2020-03-01,8.771,157.0,157.0
2020-04-01,6.418,116.0,116.0
2020-05-01,8.098,145.0,145.0
2020-06-01,5.982,110.0,110.0
2020-07-01,8.392,151.0,151.0
2020-08-01,7.438,134.0,134.0
2020-09-01,6.884,122.0,122.0
2020-10-01,5.413,99.0,99.0
2020-11-01,6.498,116.0,116.0
2020-12-01,7.575,139.0,139.0
2021-01-01,6.37,115.0,115.0
2021-02-01,7.086,132.0,132.0
2021-03-01,4.917,92.0,92.0
2021-04-01,4.81,92.0,92.0
2021-05-01,3.366,63.0,63.0
2021-06-01,5.24,98.0,98.0
2021-07-01,6.414,121.0,121.0
2021-08-01,4.421,81.0,81.0
2021-09-01,3.349,63.0,63.0
2021-10-01,1.216,23.0,23.0
2021-11-01,3.89,75.0,75.0
2021-12-01,10.921,202.0,202.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
