measured_on,Wood Waste Liquids Generation,Wood Waste Liquids Quantity Consumed For Electricity,Wood Waste Liquids Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2001-01-01,11202.0,127342.0,132932.0,,,
2001-02-01,10673.0,117338.0,123061.0,,,
2001-03-01,12391.0,128323.0,134988.0,,,
2001-04-01,11179.0,119394.0,125631.0,,,
2001-05-01,12534.0,132916.0,139798.0,,,
2001-06-01,8976.0,104942.0,111235.0,,,
2001-07-01,11308.0,124780.0,131687.0,,,
2001-08-01,12037.0,132184.0,139296.0,,,
2001-09-01,12919.0,135203.0,142186.0,,,
2001-10-01,5987.0,61086.0,65603.0,,,
2001-11-01,11370.0,113187.0,119107.0,,,
2001-12-01,14350.0,142102.0,149019.0,,,
2002-01-01,12001.0,184298.0,190655.0,,,
2002-02-01,12321.0,242424.0,248149.0,,,
2002-03-01,13684.0,231291.0,237983.0,,,
2002-04-01,12503.0,138169.0,144795.0,,,
2002-05-01,11312.0,185775.0,192304.0,,,
2002-06-01,10902.0,182867.0,189244.0,,,
2002-07-01,11734.0,132027.0,138806.0,,,
2002-08-01,10876.0,185022.0,191352.0,,,
2002-09-01,12364.0,147087.0,153699.0,,,
2002-10-01,6836.0,104312.0,108766.0,,,
2002-11-01,12346.0,158565.0,164730.0,,,
2002-12-01,13033.0,198982.0,205462.0,,,
2003-01-01,,,,13164.0,215560.0,215560.0
2003-02-01,,,,12094.0,199597.0,199597.0
2003-03-01,,,,13172.0,220082.0,220082.0
2003-04-01,,,,12530.0,215985.0,215985.0
2003-05-01,,,,10170.537,179078.0,179078.0
2003-06-01,,,,11504.394,205836.0,205836.0
2003-07-01,,,,11598.0,205513.0,205513.0
2003-08-01,,,,11783.0,233869.0,233869.0
2003-09-01,,,,12079.0,226950.0,226950.0
2003-10-01,,,,6664.0,177038.0,177038.0
2003-11-01,,,,13248.0,253334.0,253334.0
2003-12-01,,,,11043.0,231659.0,231659.0
2004-01-01,,,,10618.832,184485.0,184485.0
2004-02-01,,,,11739.791000000001,203960.0,203960.0
2004-03-01,,,,12244.141,212722.0,212722.0
2004-04-01,,,,8494.098,147571.0,147571.0
2004-05-01,,,,10783.16,187340.0,187340.0
2004-06-01,,,,9512.716,165268.0,165268.0
2004-07-01,,,,9872.804,171524.0,171524.0
2004-08-01,,,,12071.649,209725.0,209725.0
2004-09-01,,,,12294.813,213603.0,213603.0
2004-10-01,,,,11800.054,205007.0,205007.0
2004-11-01,,,,11982.524,208177.0,208177.0
2004-12-01,,,,15763.416000000001,273864.0,273864.0
2005-01-01,,,,11419.351,215640.63,215640.63
2005-02-01,,,,10597.822,200127.06,200127.06
2005-03-01,,,,11457.95,216369.54,216369.54
2005-04-01,,,,9851.268,186029.28,186029.28
2005-05-01,,,,10932.661,206450.09,206450.09
2005-06-01,,,,10584.349,199872.64,199872.64
2005-07-01,,,,11722.221,221359.98,221359.98
2005-08-01,,,,12068.913,227906.83,227906.83
2005-09-01,,,,11361.124,214541.09,214541.09
2005-10-01,,,,10829.096,204494.39,204494.39
2005-11-01,,,,11028.78,208265.18,208265.18
2005-12-01,,,,11914.467,224990.31,224990.31
2006-01-01,,,,12063.464,219807.0,219807.0
2006-02-01,,,,11034.514,201058.0,201058.0
2006-03-01,,,,11096.898000000001,202195.0,202195.0
2006-04-01,,,,7315.369000000001,133292.0,133292.0
2006-05-01,,,,9691.666000000001,176590.0,176590.0
2006-06-01,,,,9733.216,177347.0,177347.0
2006-07-01,,,,11133.136,202855.0,202855.0
2006-08-01,,,,12385.811,225680.0,225680.0
2006-09-01,,,,10569.444,192584.0,192584.0
2006-10-01,,,,11375.446,207270.0,207270.0
2006-11-01,,,,10699.405,194952.0,194952.0
2006-12-01,,,,11649.632,212266.0,212266.0
2007-01-01,,,,0.0,0.0,0.0
2007-02-01,,,,0.0,0.0,0.0
2007-03-01,,,,0.0,0.0,0.0
2007-04-01,,,,0.0,0.0,0.0
2007-05-01,,,,0.0,0.0,0.0
2007-06-01,,,,0.0,0.0,0.0
2007-07-01,,,,0.0,0.0,0.0
2007-08-01,,,,0.0,0.0,0.0
2007-09-01,,,,0.0,0.0,0.0
2007-10-01,,,,0.0,0.0,0.0
2007-11-01,,,,0.0,0.0,0.0
2007-12-01,,,,0.0,0.0,0.0
2009-01-01,,,,11918.0,159249.0,226287.0
2009-02-01,,,,10593.0,135547.0,190674.0
2009-03-01,,,,0.0,0.0,0.0
2009-04-01,,,,0.0,0.0,0.0
2009-05-01,,,,0.0,0.0,0.0
2009-06-01,,,,0.0,0.0,0.0
2009-07-01,,,,0.0,0.0,0.0
2009-08-01,,,,0.0,0.0,0.0
2009-09-01,,,,0.0,0.0,0.0
2009-10-01,,,,0.0,0.0,0.0
2009-11-01,,,,0.0,0.0,0.0
2009-12-01,,,,0.0,0.0,0.0
