measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,350.897,3625.82,3625.82
2001-02-01,336.899,3481.18,3481.18
2001-03-01,345.89300000000003,3574.11,3574.11
2001-04-01,324.216,3350.12,3350.12
2001-05-01,312.355,3227.56,3227.56
2001-06-01,385.665,3985.08,3985.08
2001-07-01,394.11400000000003,4072.38,4072.38
2001-08-01,452.385,4674.49,4674.49
2001-09-01,357.97200000000004,3698.92,3698.92
2001-10-01,354.514,3663.19,3663.19
2001-11-01,358.805,3707.53,3707.53
2001-12-01,404.285,4177.48,4177.48
2002-01-01,254.478,2588.8,2588.8
2002-02-01,223.461,2273.27,2273.27
2002-03-01,233.979,2380.27,2380.27
2002-04-01,224.359,2282.4,2282.4
2002-05-01,239.001,2431.36,2431.36
2002-06-01,263.66200000000003,2682.23,2682.23
2002-07-01,302.548,3077.82,3077.82
2002-08-01,310.22200000000004,3155.89,3155.89
2002-09-01,270.849,2755.35,2755.35
2002-10-01,241.63600000000002,2458.16,2458.16
2002-11-01,214.062,2177.65,2177.65
2002-12-01,251.74300000000002,2560.98,2560.98
2003-01-01,153.192,1568.84,1568.84
2003-02-01,138.34900000000002,1416.83,1416.83
2003-03-01,141.94400000000002,1453.65,1453.65
2003-04-01,128.114,1312.02,1312.02
2003-05-01,129.61100000000002,1327.35,1327.35
2003-06-01,143.762,1472.27,1472.27
2003-07-01,167.12900000000002,1711.57,1711.57
2003-08-01,169.667,1737.56,1737.56
2003-09-01,143.036,1464.83,1464.83
2003-10-01,137.066,1403.69,1403.69
2003-11-01,134.62800000000001,1378.73,1378.73
2003-12-01,151.941,1556.03,1556.03
2004-01-01,43.079,431.74,431.74
2004-02-01,38.672000000000004,387.57,387.57
2004-03-01,44.998000000000005,450.97,450.97
2004-04-01,39.859,399.47,399.47
2004-05-01,41.307,413.98,413.98
2004-06-01,41.53,416.21,416.21
2004-07-01,42.662,427.56,427.56
2004-08-01,42.607,427.01,427.01
2004-09-01,40.458,405.47,405.47
2004-10-01,39.857,399.45,399.45
2004-11-01,43.87,439.67,439.67
2004-12-01,47.103,472.07,472.07
2005-01-01,57.074000000000005,570.68,570.68
2005-02-01,46.38,463.75,463.75
2005-03-01,50.674,506.69,506.69
2005-04-01,63.526,635.19,635.19
2005-05-01,47.067,470.63,470.63
2005-06-01,42.169000000000004,421.65,421.65
2005-07-01,35.804,358.01,358.01
2005-08-01,28.231,282.28,282.28
2005-09-01,24.387,243.85,243.85
2005-10-01,49.604,495.99,495.99
2005-11-01,54.472,544.67,544.67
2005-12-01,57.611000000000004,576.05,576.05
2006-01-01,15.854000000000001,157.0,157.0
2006-02-01,14.296000000000001,142.0,142.0
2006-03-01,12.595,125.0,125.0
2006-04-01,13.709000000000001,136.0,136.0
2006-05-01,16.209,161.0,161.0
2006-06-01,15.926,158.0,158.0
2006-07-01,16.701,166.0,166.0
2006-08-01,16.58,164.0,164.0
2006-09-01,10.762,107.0,107.0
2006-10-01,9.488000000000001,94.0,94.0
2006-11-01,11.113000000000001,110.0,110.0
2006-12-01,11.768,117.0,117.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0
