measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,201.967,2210.0,2210.0
2001-02-01,368.158,4029.0,4029.0
2001-03-01,369.312,4041.0,4041.0
2001-04-01,175.423,1920.0,1920.0
2001-05-01,174.269,1907.0,1907.0
2001-06-01,140.8,1541.0,1541.0
2001-07-01,326.61,3574.0,3574.0
2001-08-01,469.719,5140.0,5140.0
2001-09-01,432.78700000000003,4736.0,4736.0
2001-10-01,241.20700000000002,2640.0,2640.0
2001-11-01,126.95100000000001,1389.0,1389.0
2001-12-01,125.79700000000001,1377.0,1377.0
2002-01-01,330.56,3235.0,3235.0
2002-02-01,278.803,2729.0,2729.0
2002-03-01,303.275,2968.0,2968.0
2002-04-01,288.141,2820.0,2820.0
2002-05-01,303.635,2972.0,2972.0
2002-06-01,226.401,2216.0,2216.0
2002-07-01,269.886,2642.0,2642.0
2002-08-01,282.433,2764.0,2764.0
2002-09-01,343.955,3366.0,3366.0
2002-10-01,360.26,3526.0,3526.0
2002-11-01,328.655,3217.0,3217.0
2002-12-01,363.995,3563.0,3563.0
2005-01-01,739.36,8062.47,8062.47
2005-02-01,170.186,1855.82,1855.82
2005-03-01,146.04,1592.52,1592.52
2005-04-01,146.12300000000002,1593.42,1593.42
2005-05-01,147.328,1606.56,1606.56
2005-06-01,178.467,1946.13,1946.13
2005-07-01,337.997,3685.74,3685.74
2005-08-01,299.367,3264.49,3264.49
2005-09-01,166.575,1816.44,1816.44
2005-10-01,233.54,2546.68,2546.68
2005-11-01,157.257,1714.83,1714.83
2005-12-01,430.761,4697.3,4697.3
2006-01-01,265.415,2933.0,2933.0
2006-02-01,332.707,3677.0,3677.0
2006-03-01,605.79,6695.0,6695.0
2006-04-01,287.236,3175.0,3175.0
2006-05-01,198.385,2193.0,2193.0
2006-06-01,190.999,2111.0,2111.0
2006-07-01,236.76600000000002,2617.0,2617.0
2006-08-01,251.943,2785.0,2785.0
2006-09-01,147.293,1628.0,1628.0
2006-10-01,146.654,1621.0,1621.0
2006-11-01,238.31300000000002,2634.0,2634.0
2006-12-01,265.499,2934.0,2934.0
