measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2006-01-01,0.0,0.0,0.0
2006-02-01,2132.983,25462.0,25462.0
2006-03-01,2352.824,28086.0,28086.0
2006-04-01,1731.1090000000002,20664.0,20664.0
2006-05-01,2116.428,25264.0,25264.0
2006-06-01,2217.042,26465.0,26465.0
2006-07-01,2300.9210000000003,27466.0,27466.0
2006-08-01,2287.085,27301.0,27301.0
2006-09-01,2187.6510000000003,26114.0,26114.0
2006-10-01,2270.067,27098.0,27098.0
2006-11-01,2292.739,27369.0,27369.0
2006-12-01,2209.1510000000003,26371.0,26371.0
2007-01-01,2157.904,25622.0,25622.0
2007-02-01,1760.438,20902.0,20902.0
2007-03-01,2396.8610000000003,28458.0,28458.0
2007-04-01,2411.889,28637.0,28637.0
2007-05-01,2525.664,29988.0,29988.0
2007-06-01,2225.9210000000003,26429.0,26429.0
2007-07-01,1924.0320000000002,22845.0,22845.0
2007-08-01,2711.551,32195.0,32195.0
2007-09-01,1880.391,22327.0,22327.0
2007-10-01,1876.582,22281.0,22281.0
2007-11-01,2242.797,26630.0,26630.0
2007-12-01,2184.971,25943.0,25943.0
2009-01-01,3221.425,39232.0,39232.0
2009-02-01,2519.6690000000003,30685.0,30685.0
2009-03-01,3495.918,42574.0,42574.0
2009-04-01,3174.587,38661.0,38661.0
2009-05-01,3055.6110000000003,37212.0,37212.0
2009-06-01,3470.581,42265.0,42265.0
2009-07-01,3195.974,38921.0,38921.0
2009-08-01,2928.1020000000003,35659.0,35659.0
2009-09-01,3322.505,40462.0,40462.0
2009-10-01,1316.362,16031.0,16031.0
2009-11-01,3511.534,42764.0,42764.0
2009-12-01,2925.732,35630.0,35630.0
